http://www.datasciencecentral.com/profiles/blogs/check-out-our-dsc-newsletter:like 18,view 208817, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-fellowship-focused-on-practical-experience:like 0,view 444, facebook 0
http://www.datasciencecentral.com/profiles/blogs/all-machine-learning-models-have-flaws-1:like 2,view 6880, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-interview-with-yann-lecun-of-facebook-artificial-intelligence:like 0,view 1386, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-awesome-ways-big-data-is-used-today-to-change-our-world:like 1,view 3867, facebook 0
http://www.datasciencecentral.com/profiles/blogs/infographics-on-data-quality:like 1,view 1887, facebook 0
http://www.datasciencecentral.com/profiles/blogs/why-competitive-intelligence-needs-its-own-wargame-now:like 0,view 388, facebook 0
http://www.datasciencecentral.com/profiles/blogs/salary-trends-for-data-science-professionals:like 2,view 8695, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-march-9:like 0,view 366, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-big-data-can-change-our-lives-a-powerful-final-plea-1:like 1,view 741, facebook 0
http://www.datasciencecentral.com/profiles/blogs/avoiding-a-common-mistake-with-time-series:like 5,view 5220, facebook 0
http://www.datasciencecentral.com/profiles/blogs/why-does-everyone-need-to-learn-how-to-code-to-understand-data:like 6,view 2465, facebook 0
http://www.datasciencecentral.com/profiles/blogs/automating-ihs-oil-and-gas-production-data-downloads-and-other:like 2,view 473, facebook 0
http://www.datasciencecentral.com/profiles/blogs/book-review-about-time-series-databases-and-a-new-look-at-anomaly:like 0,view 2086, facebook 0
http://www.datasciencecentral.com/profiles/blogs/building-blocks-of-data-science:like 5,view 4544, facebook 0
http://www.datasciencecentral.com/profiles/blogs/10-modern-statistical-concepts-discovered-by-data-scientists:like 12,view 33992, facebook 0
http://www.datasciencecentral.com/profiles/blogs/is-microsoft-putting-big-data-at-the-heart-of-their-business:like 1,view 2600, facebook 0
http://www.datasciencecentral.com/profiles/blogs/why-women-make-great-data-scientists:like 13,view 7812, facebook 0
http://www.datasciencecentral.com/profiles/blogs/who-are-the-top-hirers-for-data-scientists:like 2,view 3986, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-scientists-where-do-you-all-live:like 3,view 3790, facebook 0
http://www.datasciencecentral.com/profiles/blogs/7500-companies-hiring-data-scientists:like 2,view 7874, facebook 0
http://www.datasciencecentral.com/profiles/blogs/improving-network-security-with-big-data:like 0,view 356, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-and-the-retail-industry-infographics:like 2,view 1617, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-visualization-a-day-in-the-life-of-worldreader-org:like 0,view 720, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-sexy:like 1,view 1811, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-march-2:like 0,view 571, facebook 0
http://www.datasciencecentral.com/profiles/blogs/an-open-source-javascript-library-for-mobile-friendly-interactive:like 0,view 1277, facebook 0
http://www.datasciencecentral.com/profiles/blogs/visualization-of-data-science-patterns:like 1,view 2422, facebook 0
http://www.datasciencecentral.com/profiles/blogs/have-you-heard-about-drill:like 0,view 1655, facebook 0
http://www.datasciencecentral.com/profiles/blogs/optimal-binning-for-scoring-modeling-r-package:like 7,view 2832, facebook 0
http://www.datasciencecentral.com/profiles/blogs/a-solution-for-classification-rules-management-toward-actionable:like 2,view 543, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-the-4-layers-everyone-must-know:like 4,view 3596, facebook 0
http://www.datasciencecentral.com/profiles/blogs/growth-in-insights-vs-growth-in-big-data:like 2,view 827, facebook 0
http://www.datasciencecentral.com/profiles/blogs/hadoop-s-impact-in-data-management-s-future-strata-hadoop-2015:like 0,view 70, facebook 0
http://www.datasciencecentral.com/profiles/blogs/statisticians-have-a-biased-view-on-data-science:like 2,view 6571, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-real-life-consequences-of-a-losing-oscar-pool-how-we:like 0,view 480, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-a-promised-land-where-the-big-bucks-grow:like 1,view 449, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-one-thing-we-can-agree-on-as-political-polling-begins:like 0,view 498, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-february-23:like 0,view 544, facebook 0
http://www.datasciencecentral.com/profiles/blogs/understanding-the-now-the-role-of-data-in-adaptive-organizations:like 1,view 355, facebook 0
http://www.datasciencecentral.com/profiles/blogs/framing-ambiguity-incentives-and-actions:like 0,view 186, facebook 0
http://www.datasciencecentral.com/profiles/blogs/40-interviews-on-data-science-industry:like 0,view 3053, facebook 0
http://www.datasciencecentral.com/profiles/blogs/in-memory-technology-s-petabyte-sized-headache:like 1,view 1115, facebook 0
http://www.datasciencecentral.com/profiles/blogs/why-we-should-be-openly-sharing-our-personal-data-with-the-world:like 0,view 153, facebook 0
http://www.datasciencecentral.com/profiles/blogs/5-big-security-trends-that-today-s-tech-users-need-to-watch-1:like 1,view 574, facebook 0
http://www.datasciencecentral.com/profiles/blogs/top-mistakes-developers-make-when-using-python-for-big-data-analy:like 3,view 5400, facebook 0
http://www.datasciencecentral.com/profiles/blogs/what-is-big-data-infographics-by-bernard-marr:like 3,view 6752, facebook 0
http://www.datasciencecentral.com/profiles/blogs/introduction-to-data-science-central-community:like 6,view 549, facebook 0
http://www.datasciencecentral.com/profiles/blogs/discovering-the-relationship-of-the-g20-members-using-data-mining:like 3,view 1378, facebook 0
http://www.datasciencecentral.com/profiles/blogs/social-construction-of-technical-trading-data:like 0,view 333, facebook 0
http://www.datasciencecentral.com/profiles/blogs/online-courses-to-freshen-up-your-knowledge-of-big-data:like 4,view 2382, facebook 0
http://www.datasciencecentral.com/profiles/blogs/top-big-data-skills-in-demand:like 5,view 5633, facebook 0
http://www.datasciencecentral.com/profiles/blogs/your-1st-lesson-in-defense-against-the-dark-arts-3vs-4vs-1-too:like 1,view 410, facebook 0
http://www.datasciencecentral.com/profiles/blogs/on-synchronicity-and-decision-making:like 1,view 432, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-scientist-shares-his-growth-hacking-secrets:like 9,view 17426, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-or-not-big-data-what-is-your-question:like 0,view 1340, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-what-are-the-key-jobs-and-salaries-available:like 1,view 5172, facebook 0
http://www.datasciencecentral.com/profiles/blogs/decision-scientist-vs-data-scientist:like 4,view 4649, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-february-16:like 0,view 276, facebook 0
http://www.datasciencecentral.com/profiles/blogs/who-killed-the-storyteller-in-marketing-1:like 1,view 515, facebook 0
http://www.datasciencecentral.com/profiles/blogs/2015-survey-of-data-scientists-reveals-strategic-insights:like 1,view 2461, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-not-so-big-parallel-thread-processing-in-sas:like 1,view 918, facebook 0
http://www.datasciencecentral.com/profiles/blogs/swimming-pools-and-nicholas-cage-a-look-at-how-we-misunderstand:like 3,view 2628, facebook 0
http://www.datasciencecentral.com/profiles/blogs/programming-for-data-science-the-polyglot-approach-python-r-sql:like 19,view 14045, facebook 0
http://www.datasciencecentral.com/profiles/blogs/400-categorized-job-titles-for-data-scientists:like 2,view 5495, facebook 0
http://www.datasciencecentral.com/profiles/blogs/optimizing-care-gaps-and-outreach-programs-in-healthcare:like 0,view 729, facebook 0
http://www.datasciencecentral.com/profiles/blogs/taking-the-fear-out-of-statistics:like 2,view 1599, facebook 0
http://www.datasciencecentral.com/profiles/blogs/book-introduction-high-performance-data-mining-and-big-data:like 0,view 1674, facebook 0
http://www.datasciencecentral.com/profiles/blogs/analyzing-analysts-to-build-better-analysis-software:like 0,view 218, facebook 0
http://www.datasciencecentral.com/profiles/blogs/what-is-human-in-the-loop-machine-learning-download-a-free-report:like 0,view 392, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-iot-wearables-a-connected-world-with-intelligence:like 2,view 889, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-february-9:like 0,view 400, facebook 0
http://www.datasciencecentral.com/profiles/blogs/caltrain-quantified-an-exploration-in-iot:like 1,view 1023, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-humor-top-10-conversations-that-you-don-t-want-to-have:like 0,view 797, facebook 0
http://www.datasciencecentral.com/profiles/blogs/will-big-data-make-data-scientists-redundant:like 1,view 3048, facebook 0
http://www.datasciencecentral.com/profiles/blogs/digital-banking-lessons-from-channel-integration:like 1,view 636, facebook 0
http://www.datasciencecentral.com/profiles/blogs/r-spatial-representation:like 0,view 4064, facebook 0
http://www.datasciencecentral.com/profiles/blogs/4-ways-big-data-is-transforming-healthcare:like 3,view 7711, facebook 0
http://www.datasciencecentral.com/profiles/blogs/4-questions-to-consider-when-making-your-next-analytics-hire:like 0,view 627, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-art-of-data-science-part-1:like 2,view 2571, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-february-5:like 1,view 928, facebook 0
http://www.datasciencecentral.com/profiles/blogs/crime-data-data-crime-the-dark-figure:like 0,view 641, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-to-parallel-programming-in-r-and-python-video:like 4,view 2596, facebook 0
http://www.datasciencecentral.com/profiles/blogs/solving-poisson-distribution-problems-using-scipy:like 1,view 2187, facebook 0
http://www.datasciencecentral.com/profiles/blogs/poster-about-process-mining:like 0,view 1147, facebook 0
http://www.datasciencecentral.com/profiles/blogs/financial-modeling-training:like 0,view 1217, facebook 0
http://www.datasciencecentral.com/profiles/blogs/6000-companies-hiring-data-scientists:like 5,view 27249, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-free-big-data-sources-everyone-should-know:like 17,view 17607, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-veracity-vs-data-quality:like 2,view 696, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-for-iot-the-role-of-hardware-in-analytics:like 1,view 1482, facebook 0
http://www.datasciencecentral.com/profiles/blogs/bigdata-for-big-agriculture-insights-for-green-revolution:like 2,view 1808, facebook 0
http://www.datasciencecentral.com/profiles/blogs/foresee-a-culture-of-analytics:like 0,view 340, facebook 0
http://www.datasciencecentral.com/profiles/blogs/digital-transformation-impacting-customer-journey:like 3,view 1783, facebook 0
http://www.datasciencecentral.com/profiles/blogs/at-what-time-in-the-day-are-we-most-productive:like 1,view 801, facebook 0
http://www.datasciencecentral.com/profiles/blogs/building-credibility-for-your-analytics-team-and-why-it-matters:like 2,view 1076, facebook 0
http://www.datasciencecentral.com/profiles/blogs/best-articles-of-dsc-in-2014:like 0,view 257, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-2-0:like 26,view 22423, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-january-26:like 1,view 546, facebook 0
http://www.datasciencecentral.com/profiles/blogs/poster-about-data-science:like 2,view 4568, facebook 0
http://www.datasciencecentral.com/profiles/blogs/invest-in-business-understanding-to-strengthen-hr-analytics:like 0,view 278, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-impact-of-asking-the-wrong-question:like 6,view 3215, facebook 0
http://www.datasciencecentral.com/profiles/blogs/latest-project-for-my-current-coursera-course-is-published:like 0,view 351, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-2-types-of-data-scientists-everyone-should-know-about:like 16,view 10061, facebook 0
http://www.datasciencecentral.com/profiles/blogs/structural-data-objects:like 2,view 596, facebook 0
http://www.datasciencecentral.com/profiles/blogs/bigdata-analytics-and-supply-chain-management:like 1,view 2937, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-thrill-of-the-data-science-chase:like 2,view 386, facebook 0
http://www.datasciencecentral.com/profiles/blogs/is-hans-zimmer-secretly-a-super-data-scientist:like 1,view 1774, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-cognitive-cost-of-switching-technology-stacks:like 1,view 551, facebook 0
http://www.datasciencecentral.com/profiles/blogs/drake-ac-dc-and-steely-dan-twitter-reacts-to-coachella-2015:like 1,view 483, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-january-19:like 1,view 822, facebook 0
http://www.datasciencecentral.com/profiles/blogs/vc-investment-analytics-with-data-visualization:like 6,view 3168, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-problem-with-recommenders:like 3,view 1683, facebook 0
http://www.datasciencecentral.com/profiles/blogs/get-started-with-the-data-science-bowl:like 0,view 642, facebook 0
http://www.datasciencecentral.com/profiles/blogs/in-big-data-preparing-the-data-is-most-of-the-work:like 13,view 3341, facebook 0
http://www.datasciencecentral.com/profiles/blogs/analytics-business-in-2014-a-review:like 0,view 698, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-learn-r-or-python:like 0,view 2761, facebook 0
http://www.datasciencecentral.com/profiles/blogs/temporal-databases-why-you-should-care-and-how-to-get-started-2:like 9,view 1796, facebook 0
http://www.datasciencecentral.com/profiles/blogs/temporal-databases-why-you-should-care-and-how-to-get-started:like 5,view 2059, facebook 0
http://www.datasciencecentral.com/profiles/blogs/temporal-databases-why-you-should-care-and-how-to-get-started-1:like 5,view 1193, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-art:like 3,view 1490, facebook 0
http://www.datasciencecentral.com/profiles/blogs/top-10-big-data-and-analytics-references:like 1,view 3647, facebook 0
